Date,Close,High,Low,Open,Volume,SMA_20,EMA_20,EMA_12,EMA_26,MACD,Signal,RSI
2023-01-30,36.900001525878906,39.20000076293945,36.650001525878906,37.900001525878906,410593,40.045000076293945,39.62595265972201,39.09113988656747,39.86673361215029,-0.7755937255828229,-0.43674798905341367,11.214880635337579
2023-01-31,37.95000076293945,38.20000076293945,36.70000076293945,37.099998474121094,357724,39.89250011444092,39.46633819336177,38.91558002139393,39.72475340109764,-0.809173379703708,-0.5112330671834726,25.781209953043373
2023-02-01,36.95000076293945,38.70000076293945,36.650001525878906,38.349998474121094,457288,39.67500019073486,39.22668700951203,38.61318321240093,39.51921616864148,-0.9060329562405443,-0.590193044994887,23.23939310742047
2023-02-02,37.099998474121094,38.20000076293945,36.45000076293945,36.45000076293945,286874,39.47750015258789,39.0241452442367,38.38038556035788,39.34001485793627,-0.9596292975783882,-0.6640802955115872,25.89921384139717
2023-02-03,36.29999923706055,37.54999923706055,36.04999923706055,37.54999923706055,422938,39.250000190734866,38.764702767362785,38.06032612600444,39.11482851564918,-1.054502389644739,-0.7421647143382176,22.22217235680897
2023-02-06,38.0,38.5,36.0,36.0,494286,39.09500026702881,38.691873932375856,38.05104518354222,39.03224862560109,-0.9812034420588702,-0.7899724598823481,37.98880395671954
2023-02-07,37.349998474121094,38.20000076293945,37.150001525878906,38.20000076293945,245124,38.910000228881835,38.564076269684925,37.943191843631276,38.90763750326924,-0.9644456596379669,-0.824867099833472,35.078508935386964
2023-02-08,37.150001525878906,37.95000076293945,37.0,37.650001525878906,313078,38.71500034332276,38.42940248456054,37.82116256397706,38.777442245684774,-0.9562796817077128,-0.8511496162083202,34.53606544611951
2023-02-09,36.95000076293945,37.29999923706055,36.54999923706055,37.20000076293945,240641,38.525000381469724,38.28850708250139,37.68713767150974,38.64207620992587,-0.9549385384161297,-0.8719074006498821,33.83836379378573
2023-02-10,36.70000076293945,37.0,36.54999923706055,36.900001525878906,180288,38.337500381469724,38.137220766352634,37.535270454806614,38.49821876940836,-0.9629483146017463,-0.8901155834402551,33.6683241767721
2023-02-13,36.099998474121094,37.0,35.95000076293945,36.849998474121094,260952,38.115000343322755,37.94319959566391,37.314459380855,38.320572821609304,-1.006113440754305,-0.9133151549030651,36.21618835134834
2023-02-14,35.54999923706055,36.29999923706055,35.45000076293945,36.29999923706055,276306,37.885000228881836,37.7152757519874,37.04300397411739,38.115345148679765,-1.072341174562375,-0.9451203588349272,31.01603601729059
2023-02-15,35.70000076293945,36.0,35.45000076293945,35.45000076293945,199188,37.660000228881835,37.523344800649504,36.83638809547463,37.93643074973604,-1.100042654261408,-0.9761048179202233,33.888894775769884
2023-02-16,36.45000076293945,37.599998474121094,36.04999923706055,37.599998474121094,401061,37.47500019073486,37.42112155896283,36.77694389046922,37.826324824788145,-1.0493809343189255,-0.9907600411999637,41.98894538575444
2023-02-17,36.25,36.650001525878906,36.099998474121094,36.400001525878906,175988,37.28000011444092,37.30958617239494,36.695875599627804,37.70956002295198,-1.0136844233241789,-0.9953449176248068,46.06059681285511
2023-02-20,35.79999923706055,36.45000076293945,35.70000076293945,36.45000076293945,195694,37.07250003814697,37.16581598807738,36.55804846692515,37.56811107584892,-1.0100626089237679,-0.9982884558845991,35.94770524812482
2023-02-21,35.650001525878906,36.0,35.45000076293945,35.45000076293945,240794,36.92250003814697,37.02145270596324,36.41834893753342,37.42602888696226,-1.0076799494288338,-1.000166754593446,40.44118100796655
2023-02-22,35.25,35.650001525878906,35.150001525878906,35.650001525878906,353827,36.73000011444092,36.85274292444293,36.23860294714366,37.26484156200209,-1.0262386148584284,-1.0053811266464425,36.879449125487795
2023-02-23,34.650001525878906,35.5,34.5,35.0,413577,36.53250026702881,36.6429580293416,35.994202728487544,37.07114970747445,-1.0769469789869035,-1.0196942971145346,37.95622511050088
2023-02-24,34.20000076293945,35.099998474121094,34.04999923706055,34.849998474121094,245263,36.347500228881835,36.410295432541396,35.71817165686476,36.85847200787926,-1.1403003510144956,-1.0438155078945268,16.071449250582603
2023-02-27,32.70000076293945,34.5,32.5,34.099998474121094,443737,36.13750019073486,36.05693403543645,35.253837673183945,36.55043710084668,-1.2965994276627342,-1.0943722918481684,13.953510378636764
2023-02-28,32.04999923706055,33.349998474121094,32.0,32.900001525878906,578255,35.84250011444092,35.67532119749589,34.760939452241885,36.21707133315882,-1.456131880916935,-1.166724209661922,13.043490279440178
2023-03-01,33.29999923706055,34.0,32.0,32.0,477616,35.660000038146975,35.449100058406806,34.53617941913706,36.00099191863303,-1.464812499495963,-1.22634186762873,27.044028778635408
2023-03-02,32.95000076293945,33.70000076293945,32.900001525878906,33.45000076293945,339740,35.45250015258789,35.21109060169562,34.2921519335682,35.77499257376684,-1.4828406401986385,-1.2776416221427118,26.70808336413522
2023-03-03,33.400001525878906,33.75,32.95000076293945,33.25,448184,35.30750026702881,35.03860592780832,34.154898024692926,35.59906731096032,-1.444169286267396,-1.3109471549676488,32.91141502063317
2023-03-06,33.650001525878906,34.650001525878906,33.150001525878906,33.54999923706055,413416,35.09000034332276,34.90635788952933,34.07722164026,35.45469206762096,-1.3774704273609615,-1.3242518094463114,37.50001882251373
2023-03-08,33.25,33.5,32.900001525878906,33.45000076293945,323770,34.8850004196167,34.74860951909797,33.94995677252769,35.29138154409348,-1.3414247715657908,-1.3276864018702075,34.39490414907736
2023-03-09,33.150001525878906,33.849998474121094,33.0,33.349998474121094,335189,34.6850004196167,34.596361138791394,33.82688673458173,35.13276080200351,-1.305874067421783,-1.3233239349805226,27.083341059860544
2023-03-10,33.75,34.25,32.75,33.099998474121094,526676,34.525000381469724,34.51575531604936,33.815058006184536,35.030334075929176,-1.2152760697446396,-1.301714361933346,33.55262827675031
2023-03-13,32.650001525878906,33.599998474121094,32.5,33.5,258106,34.3225004196167,34.33806447889027,33.635818547675974,34.85401314629582,-1.2181945986198457,-1.285010409270646,30.909095953321028
2023-03-14,32.25,33.150001525878906,32.0,33.0,275226,34.13000049591064,34.13920119518643,33.422615694187364,34.66112328360724,-1.238507589419875,-1.2757098453004918,29.999991024241723
2023-03-15,32.0,32.79999923706055,31.950000762939453,32.54999923706055,290561,33.95250053405762,33.935467748025815,33.203751741235465,34.46400304037708,-1.2602512991416148,-1.2726181360687165,30.53891859937083
2023-03-16,30.649999618530273,32.04999923706055,30.549999237060547,31.899999618530273,578058,33.70000047683716,33.62256602140719,32.810866799280824,34.18148426838843,-1.3706174691076072,-1.2922180026764947,28.021968463354057
2023-03-17,30.5,31.299999237060547,30.299999237060547,30.700000762939453,338647,33.40250043869018,33.325178781273166,32.455348830160695,33.908781729989286,-1.4534328998285915,-1.3244609821069142,28.977266569767565
2023-03-20,30.350000381469727,30.600000381469727,30.100000381469727,30.5,458391,33.10750045776367,33.04182845748237,32.13144906882362,33.64516829676562,-1.5137192279419978,-1.3623126312739309,34.22818293652368
2023-03-21,30.350000381469727,30.549999237060547,29.899999618530273,30.450000762939453,488211,32.83500051498413,32.7854638788145,31.857380039999942,33.40108178452148,-1.5437017445215382,-1.3985904539234524,37.50000350615695
2023-03-22,30.100000381469727,31.049999237060547,29.799999237060547,30.700000762939453,548076,32.55750045776367,32.529705450495946,31.5870139386876,33.15655723614728,-1.5695432974596777,-1.4327810226306976,22.41379026850548
2023-03-23,30.200000762939453,30.600000381469727,29.899999618530273,30.350000381469727,555581,32.30500049591065,32.3078288135858,31.37362729626481,32.9375530529467,-1.5639257566818863,-1.4590099694409355,25.225221819521494
2023-03-24,29.850000381469727,30.850000381469727,29.649999618530273,30.200000762939453,707646,32.065000438690184,32.07374991528903,31.139223155527105,32.7088454476521,-1.569622292124997,-1.4811324339777479,17.431175322473223
2023-03-27,28.200000762939453,30.399999618530273,28.100000381469727,30.399999618530273,839368,31.765000438690187,31.70482142458907,30.687035095129005,32.3748569524882,-1.6878218573591965,-1.5224703186540376,10.218963671822365
2023-03-28,26.450000762939453,28.25,26.25,28.0,688053,31.452500438690187,31.204362313955773,30.035183659407537,31.93597871622533,-1.9007950568177918,-1.5981352662867887,8.536574586663434
2023-03-29,26.899999618530273,28.049999237060547,26.600000381469727,26.600000381469727,756524,31.195000457763673,30.794423009629536,29.552847653118725,31.562943227507176,-2.010095574388451,-1.6805273279071211,13.450269828568352
