Date,Close,High,Low,Open,Volume,SMA_20,EMA_20,EMA_12,EMA_26,MACD,Signal,RSI
2023-01-31,173.22000122070312,174.3000030517578,162.77999877929688,164.57000732421875,196813500,134.1959991455078,140.35730206505878,150.28103127752252,135.43277582996282,14.848255447559694,10.200188525190974,80.9588936238464
2023-02-01,181.41000366210938,183.80999755859375,169.92999267578125,173.88999938964844,213806300,137.86149940490722,144.26708316953977,155.07010395207433,138.83849641012182,16.231607541952513,11.406472328543282,81.7527060082467
2023-02-02,188.27000427246094,196.75,182.61000061035156,187.3300018310547,217448300,141.59299964904784,148.45783756029417,160.1777809244415,142.5000895851099,17.677691339331602,12.660716130700946,82.964855189963
2023-02-03,189.97999572753906,199.0,183.69000244140625,183.9499969482422,232662000,145.57499961853028,152.41232881431748,164.76273704799496,146.01711966973426,18.745617378260704,13.877696380212898,84.23505649192361
2023-02-06,194.75999450683594,198.1699981689453,189.9199981689453,193.00999450683594,186188100,149.65999946594238,156.44543983265254,169.3776997339705,149.62770299100106,19.749996742969444,15.052156452764208,83.51520269669518
2023-02-07,196.80999755859375,197.5,189.5500030517578,196.42999267578125,186010300,153.51199951171876,160.28968342559932,173.598053245451,153.1226877737857,20.4753654716653,16.136798256544427,86.29041553144161
2023-02-08,201.2899932861328,203.0,194.30999755859375,196.10000610351562,180673600,157.63399925231934,164.19447484088823,177.85835171324823,156.69063633025587,21.167715382992355,17.142981681834016,88.3643964025895
2023-02-09,207.32000732421875,214.0,204.77000427246094,207.77999877929688,215431400,161.83899955749513,168.30166841072923,182.390914114936,160.44096010758645,21.94995400734956,18.104376146937128,88.33783830209778
2023-02-10,196.88999938964844,206.1999969482422,192.88999938964844,202.22999572753906,204754100,165.50549964904786,171.02436659919775,184.62154261873792,163.14088894329473,21.480653675443193,18.779631652638344,77.53938730455408
2023-02-13,194.63999938964844,196.3000030517578,187.61000061035156,194.4199981689453,172475500,169.11749954223632,173.27347448400258,186.16284366041646,165.47415638376538,20.68868727665108,19.161442777440893,75.73790540881453
2023-02-14,209.25,209.82000732421875,189.44000244140625,191.94000244140625,216455700,173.00549926757813,176.6998102474309,189.71471386650626,168.71681146644943,20.99790240005683,19.52873470196408,78.76797675181484
2023-02-15,214.24000549316406,214.66000366210938,206.11000061035156,211.75999450683594,181006400,177.27849960327148,180.27506693750072,193.48783565522285,172.08889991287273,21.39893574235012,19.902774910041288,76.50525612165066
2023-02-16,202.0399932861328,217.64999389648438,201.83999633789062,210.77999877929688,229586500,181.02199935913086,182.34791706594189,194.8035522138244,174.3074994220031,20.496052791821285,20.021430486397286,62.5233421585625
2023-02-17,208.30999755859375,208.44000244140625,197.5,199.99000549316406,213738500,184.7664993286133,184.82049616048016,196.88146688225044,176.82620298767648,20.055263894573955,20.02819716803262,72.78195948084414
2023-02-21,197.3699951171875,209.7100067138672,197.22000122070312,204.99000549316406,180018600,187.44749908447267,186.01568653730945,196.95662507224074,178.34796536764026,18.608659704600484,19.744289675346195,62.60569164228404
2023-02-22,200.86000061035156,201.99000549316406,191.77999877929688,197.92999267578125,191828500,190.2959991455078,187.42943073474203,197.55714438579628,180.01552353376704,17.54162085202924,19.303755910682806,60.67624764287917
2023-02-23,202.07000732421875,205.13999938964844,196.3300018310547,203.91000366210938,146360000,193.1779998779297,188.82377136231122,198.25143099170742,181.64918899972645,16.602241991980975,18.76345312694244,58.075839924963375
